ID,Fault_Type,Phase,RMS_Voltage,Peak_Voltage,THD,Duration_ms,DWT_Energy_Level1,DWT_Energy_Level2,DWT_Entropy,Signal_Noise_Ratio_dB,Label
1892,Swell,C,275.8,390.03,3.96,47.0,35.42,31.28,3.38,35.54,2.0
1893,Sag,A,144.85,204.84,4.78,27.0,64.76,45.4,2.61,27.7,1.0
1894,Swell,B,270.74,382.89,2.62,17.0,87.94,47.51,3.66,29.64,2.0
1895,Swell,C,272.88,385.91,4.42,153.0,74.61,14.78,2.06,34.99,2.0
1896,Harmonics,C,225.43,,7.56,130.0,65.61,36.25,1.86,33.75,4.0
1897,Harmonics,A,226.79,320.73,7.79,236.0,67.06,10.16,4.12,34.41,4.0
1898,Harmonics,A,239.71,339.0,4.68,137.0,,37.24,1.17,34.88,4.0
1899,Normal,B,218.68,309.26,1.41,266.0,84.04,10.16,4.34,32.79,0.0
1900,Normal,B,233.15,329.72,1.84,187.0,31.8,37.46,4.02,24.42,0.0
1901,Sag,C,127.8,180.74,,285.0,81.82,13.54,3.89,26.66,1.0
1902,Swell,B,,373.49,3.06,186.0,44.16,33.74,,39.61,2.0
1903,Normal,B,236.84,334.94,1.98,60.0,79.73,35.23,2.17,29.79,0.0
1904,Transient,A,232.04,434.95,2.94,51.0,44.9,30.0,1.56,27.75,3.0
1905,Harmonics,,233.96,330.88,2.99,83.0,15.89,44.22,3.92,26.35,4.0
1906,Sag,B,153.78,217.48,2.8,99.0,12.99,8.67,2.93,28.12,1.0
1907,Swell,B,290.45,410.76,3.34,149.0,23.22,15.34,1.43,22.79,2.0
1908,Transient,B,218.95,373.23,1.26,81.0,57.48,47.6,2.56,21.3,3.0
1909,Sag,A,158.73,224.48,2.59,221.0,22.14,37.02,2.51,39.23,1.0
1910,Swell,A,264.59,374.19,3.19,212.0,40.83,5.98,2.44,37.79,2.0
1911,Transient,C,226.74,423.77,3.79,93.0,55.09,19.9,4.99,27.11,3.0
1912,Normal,C,230.56,326.05,1.13,234.0,64.42,26.58,4.74,24.81,0.0
1913,Sag,A,153.38,216.91,3.38,193.0,57.51,26.64,1.36,22.04,1.0
1914,Harmonics,B,230.42,325.86,7.63,126.0,94.71,38.27,3.16,38.65,4.0
1915,,B,165.7,234.34,2.16,135.0,40.11,36.28,4.17,23.8,1.0
1916,Swell,C,292.31,413.39,3.64,69.0,52.14,45.78,,37.91,2.0
1917,Normal,A,229.64,324.77,2.08,217.0,64.16,10.89,,21.78,0.0
1918,Sag,A,143.52,202.96,3.18,106.0,40.18,21.59,3.7,30.58,1.0
1919,Sag,C,153.36,216.88,3.19,291.0,13.69,,3.16,30.56,1.0
1920,Normal,C,224.12,316.96,2.07,12.0,80.56,40.14,4.71,39.8,0.0
1921,Normal,B,225.24,318.54,2.14,149.0,50.34,9.39,3.91,39.38,0.0
1922,Sag,A,141.84,200.59,2.73,152.0,38.89,16.94,3.61,31.18,1.0
1923,Swell,B,276.05,390.4,3.08,82.0,63.54,42.83,1.12,27.26,2.0
1924,Harmonics,C,232.32,328.55,11.7,34.0,73.53,11.59,4.14,24.9,4.0
1925,Normal,C,229.77,324.94,1.6,172.0,14.08,21.27,4.03,27.38,0.0
1926,Normal,B,235.72,333.36,,100.0,95.56,9.9,1.13,32.16,0.0
1927,Sag,B,158.95,224.79,1.95,93.0,50.04,12.61,2.84,32.14,1.0
1928,Normal,B,226.65,320.53,3.06,,53.97,42.02,2.11,30.45,0.0
1929,Harmonics,,225.17,318.44,8.87,92.0,88.94,5.53,1.25,36.1,4.0
1930,Normal,A,236.04,,2.12,290.0,15.53,46.35,1.32,38.28,0.0
1931,Swell,A,267.35,378.09,3.79,,55.56,28.81,3.06,31.39,
1932,Normal,A,236.77,334.84,2.09,,44.3,31.55,4.48,24.3,0.0
1933,Swell,C,270.58,382.66,1.69,54.0,73.51,10.35,3.36,39.38,2.0
1934,Transient,A,232.26,415.75,3.89,211.0,91.54,21.19,1.25,32.01,3.0
1935,Swell,B,279.34,395.05,3.02,258.0,24.2,22.93,4.77,26.84,2.0
1936,Swell,A,290.86,411.34,3.93,204.0,58.27,,2.41,26.86,2.0
1937,Normal,B,226.73,320.64,1.83,165.0,22.32,40.68,2.74,22.64,0.0
1938,Harmonics,A,232.77,329.18,10.4,62.0,63.91,13.12,2.92,33.16,4.0
1939,Transient,B,224.26,389.56,7.88,187.0,70.17,43.03,2.42,20.92,3.0
1940,Transient,A,225.24,418.59,5.33,190.0,39.73,37.62,3.45,22.4,3.0
1941,Transient,B,,422.35,5.75,25.0,25.36,19.01,1.08,35.37,3.0
1942,Swell,,265.39,375.32,3.22,253.0,,,4.34,20.26,2.0
1943,Sag,C,153.85,217.58,0.92,138.0,41.54,49.75,3.26,36.49,1.0
1944,Transient,B,231.43,383.11,3.78,87.0,52.04,22.65,3.9,38.19,3.0
1945,Normal,C,225.3,318.63,2.15,212.0,79.52,48.72,4.77,25.32,0.0
1946,Sag,B,138.14,195.37,2.95,211.0,24.52,35.21,4.24,38.16,1.0
1947,Normal,A,232.9,329.37,1.94,69.0,68.62,41.69,2.07,30.27,0.0
1948,Transient,C,228.95,385.63,7.75,122.0,74.28,14.8,1.71,27.17,3.0
1949,Harmonics,A,236.93,335.07,7.88,35.0,92.79,24.38,1.81,31.11,4.0
1950,Normal,B,233.43,330.13,2.46,294.0,10.86,48.49,2.37,39.81,
1951,Swell,A,248.39,351.28,3.08,193.0,66.62,15.25,2.87,36.18,2.0
1952,,B,239.1,338.13,11.4,31.0,59.29,47.42,1.67,25.85,4.0
1953,Harmonics,B,232.84,329.28,7.22,,36.86,28.14,2.63,20.9,4.0
1954,Normal,B,225.23,318.52,1.97,100.0,62.07,15.69,2.05,29.82,0.0
1955,Harmonics,B,233.49,330.21,12.25,116.0,24.68,20.01,4.66,35.51,4.0
1956,Normal,C,236.8,334.88,1.49,123.0,23.36,35.59,1.42,37.44,0.0
1957,Transient,C,231.01,418.07,7.24,171.0,40.32,22.9,4.64,,3.0
1958,Normal,C,233.96,330.87,1.37,278.0,64.88,46.44,1.43,,0.0
1959,Normal,C,229.29,324.27,2.31,65.0,16.41,43.34,4.1,25.27,0.0
1960,Normal,C,216.61,306.34,1.72,200.0,45.6,43.42,4.02,30.34,0.0
1961,Sag,C,154.75,218.85,2.52,138.0,70.75,39.5,3.84,34.74,1.0
1962,Swell,A,270.28,382.24,2.21,20.0,61.79,22.74,2.23,28.14,2.0
1963,Normal,B,237.29,335.58,2.05,205.0,43.15,44.82,4.02,26.46,0.0
1964,Transient,B,232.17,393.13,3.91,272.0,29.64,7.23,2.97,29.37,3.0
1965,Normal,C,228.33,322.91,1.67,124.0,23.4,36.47,,29.04,0.0
1966,Normal,B,228.75,323.49,1.35,289.0,51.57,11.69,3.9,23.74,0.0
1967,Swell,C,242.37,342.76,2.27,117.0,18.08,22.73,3.39,27.35,2.0
1968,Swell,C,287.18,406.13,3.84,290.0,31.36,13.53,3.44,31.9,2.0
1969,,C,230.06,325.35,9.7,42.0,34.5,20.39,4.72,31.57,4.0
1970,Swell,A,262.05,370.59,4.17,238.0,57.32,45.02,2.32,21.24,2.0
1971,Swell,B,267.66,378.53,3.13,148.0,70.69,46.93,4.34,31.57,2.0
1972,Swell,A,270.68,382.81,5.36,69.0,13.23,26.73,4.44,29.85,2.0
1973,Sag,B,155.91,220.49,2.4,85.0,96.09,49.72,4.66,21.7,1.0
1974,Transient,A,232.4,409.21,3.94,102.0,60.15,35.8,1.55,24.9,3.0
1975,Sag,B,154.01,217.8,4.51,222.0,70.08,34.24,4.6,36.62,1.0
1976,Transient,C,232.56,368.31,7.14,182.0,70.99,19.77,2.87,33.63,3.0
1977,Transient,A,229.03,425.57,2.92,174.0,97.4,30.83,1.51,27.06,3.0
1978,Normal,A,227.02,321.05,1.73,188.0,11.46,8.44,3.32,22.76,0.0
1979,,B,230.19,325.54,14.43,177.0,77.55,13.69,1.13,37.05,4.0
1980,Sag,,135.53,191.67,3.03,203.0,18.58,24.08,4.66,34.48,1.0
1981,Normal,A,226.89,320.88,2.07,178.0,10.08,49.1,2.63,30.35,0.0
1982,Sag,B,142.35,201.31,4.21,241.0,80.92,37.9,,28.72,1.0
1983,Normal,B,232.17,328.34,2.16,183.0,37.84,37.7,2.22,21.06,0.0
1984,Harmonics,B,228.87,323.67,15.43,156.0,11.59,25.06,4.63,26.11,4.0
1985,Harmonics,A,231.72,327.7,15.12,204.0,38.42,,3.68,34.63,4.0
1986,Harmonics,C,227.29,321.44,13.34,86.0,61.22,14.12,2.17,33.87,
1987,Normal,B,236.97,335.12,2.9,223.0,48.67,41.82,4.18,34.64,0.0
1988,Swell,B,263.64,372.84,4.29,228.0,13.42,14.38,2.14,22.26,2.0
1989,Normal,C,228.21,322.74,2.13,168.0,24.8,37.88,4.89,29.39,0.0
1990,Harmonics,B,223.66,316.31,12.25,156.0,21.66,10.02,2.84,33.18,4.0
1991,Swell,A,277.83,392.92,3.39,230.0,74.93,29.77,,25.65,
1992,Sag,A,147.32,208.34,4.07,86.0,11.76,15.26,1.1,26.91,1.0
1993,Swell,A,276.0,390.32,4.95,222.0,45.99,14.42,3.72,27.29,2.0
1994,Normal,B,224.41,,1.66,167.0,12.29,36.05,2.06,21.33,0.0
1995,Transient,C,233.54,,4.64,40.0,11.86,9.36,2.16,33.19,3.0
1996,Swell,C,265.02,374.8,3.31,39.0,50.21,48.03,3.89,36.57,2.0
1997,Sag,A,145.6,205.9,2.19,244.0,37.52,23.38,2.21,21.6,1.0
1998,Harmonics,B,222.11,314.11,9.5,51.0,67.85,11.99,2.66,32.58,4.0
1999,Swell,A,281.24,397.74,4.71,44.0,41.15,6.93,3.88,39.05,2.0
2000,Normal,B,226.53,320.36,2.01,170.0,59.68,7.1,4.9,36.57,0.0
2001,Transient,A,230.32,388.98,4.44,,,35.09,1.06,32.6,3.0
2002,Normal,C,225.64,319.11,1.43,228.0,88.33,23.89,3.62,30.08,0.0
2003,Sag,B,154.94,219.13,4.71,59.0,87.32,26.06,1.85,38.69,1.0
2004,Normal,B,230.53,326.02,1.57,294.0,33.13,18.82,3.39,23.44,0.0
2005,Transient,C,232.46,421.9,3.06,154.0,44.96,48.2,,24.16,3.0
2006,Swell,C,273.01,386.09,3.03,186.0,79.08,27.73,4.42,35.02,2.0
2007,Normal,A,233.08,329.62,2.53,292.0,33.06,7.67,2.35,29.2,0.0
2008,Swell,C,260.03,367.74,3.86,22.0,24.02,10.76,1.05,32.6,2.0
2009,Transient,B,231.01,415.39,6.24,97.0,62.08,33.61,,29.47,3.0
2010,Swell,A,,,5.25,144.0,15.26,14.81,4.85,30.69,2.0
2011,Harmonics,C,234.79,332.04,7.79,68.0,38.08,46.47,3.15,33.92,4.0
2012,Transient,B,234.53,422.17,3.31,247.0,43.71,34.44,1.65,21.27,3.0
2013,Swell,B,281.83,398.57,1.96,77.0,17.53,41.2,2.78,35.3,2.0
2014,Normal,B,232.83,329.27,1.76,169.0,96.65,30.71,1.34,31.95,0.0
2015,Transient,A,227.46,373.18,2.48,286.0,94.67,38.77,1.0,35.31,3.0
2016,Sag,A,163.16,230.74,2.73,,51.83,42.93,2.08,35.3,1.0
2017,Normal,C,226.11,319.77,1.64,32.0,49.78,13.65,2.8,23.14,0.0
2018,Transient,B,232.2,425.94,5.65,286.0,26.66,15.14,3.65,29.38,3.0
2019,Sag,A,157.9,223.3,3.43,62.0,38.41,46.41,4.88,25.7,1.0
2020,Sag,C,151.1,213.69,1.38,150.0,49.26,24.5,4.62,31.52,1.0
2021,Swell,A,276.64,391.23,2.03,220.0,73.25,49.76,3.64,35.88,2.0
2022,Sag,A,144.04,203.7,3.93,129.0,50.84,44.7,1.59,30.17,1.0
2023,Sag,C,153.88,217.62,2.21,109.0,76.98,43.69,1.86,28.1,1.0
2024,Transient,A,225.67,401.66,6.74,71.0,53.97,41.25,2.71,39.99,3.0
2025,Harmonics,A,218.72,309.32,5.84,103.0,16.39,19.93,2.84,39.11,4.0
2026,Normal,A,227.28,321.43,2.27,115.0,61.83,5.21,1.17,39.6,0.0
2027,Normal,C,235.31,332.78,1.01,217.0,98.77,17.68,2.26,38.06,0.0
2028,,B,227.4,321.59,3.21,197.0,71.04,25.85,2.75,37.11,0.0
2029,Sag,C,149.69,211.69,-0.25,,99.48,10.0,3.36,33.63,1.0
2030,Transient,C,240.56,,6.81,61.0,43.64,11.25,4.52,34.99,3.0
2031,Harmonics,,230.5,325.98,16.53,97.0,39.67,11.16,3.9,23.2,4.0
2032,Harmonics,A,243.21,343.94,10.19,104.0,74.46,34.53,4.39,,4.0
2033,Transient,C,232.59,413.08,5.89,101.0,15.44,26.0,4.98,25.98,3.0
2034,Harmonics,A,225.76,319.27,12.0,198.0,11.04,36.46,2.12,,4.0
2035,Sag,C,158.22,223.76,3.28,121.0,66.94,42.53,1.68,38.62,1.0
2036,Transient,C,226.14,431.21,5.66,120.0,34.91,16.5,2.86,34.66,
2037,Transient,A,228.9,414.79,5.77,185.0,49.52,26.9,4.84,34.65,3.0
2038,Normal,B,223.34,315.84,1.77,83.0,92.35,18.67,3.97,34.28,0.0
2039,Sag,B,153.9,217.65,4.09,,,22.27,4.0,38.26,1.0
2040,Sag,C,141.63,200.29,3.05,296.0,72.25,20.12,2.04,39.13,1.0
2041,Harmonics,C,221.77,313.63,9.22,269.0,78.32,31.94,4.84,23.83,4.0
2042,Sag,C,137.36,194.25,3.7,266.0,58.61,32.5,4.99,39.5,1.0
2043,Swell,B,245.81,347.63,,218.0,78.65,10.42,4.05,28.79,2.0
2044,Harmonics,C,223.63,316.26,7.83,128.0,18.24,10.09,1.43,34.49,4.0
2045,Harmonics,C,237.0,335.16,12.82,200.0,10.0,16.53,4.41,35.34,4.0
2046,Harmonics,B,225.6,319.05,,119.0,71.07,43.35,3.14,26.72,4.0
2047,Swell,A,261.61,369.97,4.56,296.0,51.48,42.12,3.8,39.35,2.0
2048,Harmonics,A,227.39,321.57,10.63,128.0,11.48,16.31,4.69,38.52,4.0
2049,Harmonics,B,227.91,322.31,9.62,199.0,87.58,32.73,4.71,30.0,4.0
2050,Transient,B,229.08,424.57,5.94,90.0,99.55,6.15,4.6,20.08,3.0
2051,Harmonics,B,228.14,322.64,15.88,289.0,15.27,47.85,3.45,22.08,4.0
2052,Normal,C,226.61,320.47,1.65,,62.81,34.68,1.07,24.84,0.0
2053,Normal,B,224.35,317.28,1.55,190.0,13.85,13.9,2.35,35.89,0.0
2054,Harmonics,C,235.46,332.99,9.56,251.0,52.56,13.66,1.4,34.87,4.0
2055,Sag,A,163.04,230.57,2.78,44.0,23.65,22.52,4.53,21.83,1.0
2056,Transient,B,238.63,414.51,5.02,212.0,48.46,24.0,2.01,36.36,3.0
2057,Swell,A,274.23,387.81,3.95,77.0,89.39,24.11,2.69,23.22,2.0
2058,Harmonics,,235.85,333.55,9.03,209.0,55.43,25.55,1.7,33.23,4.0
2059,Normal,B,228.87,323.67,,154.0,56.74,19.08,3.83,34.47,0.0
2060,Harmonics,A,226.21,319.9,,182.0,45.78,47.65,2.0,38.83,4.0
2061,Harmonics,A,230.46,325.92,8.48,59.0,78.59,30.2,4.6,20.62,4.0
2062,Swell,A,258.79,365.99,2.36,,74.59,16.34,4.79,30.76,2.0
2063,Harmonics,B,233.88,330.76,8.05,161.0,61.77,31.96,1.09,23.58,4.0
2064,Sag,C,151.17,213.78,3.58,86.0,91.85,9.72,4.96,25.95,1.0
2065,Sag,C,143.43,202.84,3.47,55.0,,14.48,4.09,23.54,1.0
2066,Harmonics,,223.14,315.56,10.25,31.0,37.55,25.85,2.99,30.84,4.0
2067,Normal,B,230.22,325.58,2.74,44.0,78.52,41.96,3.69,29.83,0.0
2068,Sag,A,138.84,196.35,2.96,291.0,49.5,41.93,4.12,30.27,1.0
2069,Harmonics,A,234.1,331.07,15.69,287.0,76.35,,3.17,31.32,4.0
2070,Sag,C,141.52,200.14,2.98,252.0,51.14,8.06,3.73,20.93,1.0
2071,Harmonics,C,236.84,334.95,13.89,187.0,12.58,32.76,2.65,38.44,4.0
2072,Transient,C,226.04,419.93,3.88,239.0,78.64,43.1,4.64,38.25,
2073,Normal,A,234.05,331.0,2.01,112.0,74.6,31.15,3.0,39.42,0.0
2074,Harmonics,B,227.63,321.92,17.82,29.0,22.1,28.28,1.2,37.63,4.0
2075,Harmonics,,225.2,318.48,11.1,286.0,27.22,23.54,1.68,20.44,4.0
2076,Swell,A,268.04,379.06,4.23,268.0,78.53,8.62,3.64,25.42,2.0
2077,Swell,C,290.8,411.26,3.5,256.0,38.9,16.11,2.64,33.2,2.0
2078,Sag,C,141.4,199.97,2.96,174.0,57.43,43.24,1.24,24.55,1.0
2079,Transient,B,234.89,408.29,6.55,182.0,17.15,39.2,2.78,34.52,3.0
2080,Harmonics,C,219.28,,8.39,46.0,25.71,33.35,3.58,25.62,4.0
2081,Sag,B,147.82,209.05,2.57,132.0,19.38,45.34,3.34,38.69,1.0
2082,Sag,A,,191.6,6.24,199.0,93.84,29.97,4.71,26.68,1.0
2083,Harmonics,B,238.3,,14.78,51.0,79.62,48.3,2.02,36.72,4.0
2084,Harmonics,B,226.16,319.84,12.8,251.0,13.54,30.51,3.94,25.07,4.0
2085,Swell,B,259.6,367.13,3.57,229.0,26.95,8.0,1.75,28.21,2.0
2086,Swell,,291.52,412.28,4.91,200.0,52.09,24.31,3.58,38.74,2.0
2087,Transient,B,225.28,,4.29,252.0,24.86,49.6,2.85,27.9,3.0
2088,Harmonics,B,225.96,319.56,10.83,183.0,81.32,38.79,1.15,35.98,4.0
2089,Sag,A,143.71,203.23,2.02,117.0,69.52,32.36,1.43,33.12,1.0
2090,Transient,B,228.15,429.6,5.01,43.0,48.32,15.4,1.71,39.9,3.0
2091,Harmonics,C,234.0,330.93,13.6,267.0,38.57,38.45,3.98,30.0,4.0
2092,Transient,A,228.32,406.89,6.77,77.0,50.08,49.25,2.19,24.81,3.0
2093,Harmonics,A,233.18,329.77,9.62,28.0,57.03,32.01,2.07,27.67,4.0
2094,Sag,C,151.67,214.49,3.52,283.0,98.35,27.18,4.75,30.99,1.0
2095,Transient,A,230.22,416.28,4.11,249.0,65.22,,1.41,,3.0
2096,Normal,B,231.65,327.6,3.08,212.0,82.19,40.28,1.09,27.67,0.0
2097,Normal,C,221.04,312.6,2.33,149.0,75.63,37.24,2.84,33.77,0.0
2098,Harmonics,C,234.86,332.15,11.08,180.0,34.46,45.65,4.99,38.39,4.0
2099,Swell,B,287.8,407.02,3.81,154.0,70.93,37.07,4.94,30.83,2.0
2100,Harmonics,B,236.48,334.43,12.57,40.0,22.41,,2.85,31.32,4.0
2101,Transient,C,239.79,417.25,4.42,271.0,48.6,39.3,4.81,39.71,3.0
2102,Transient,A,233.77,425.99,5.07,65.0,42.21,33.17,1.64,24.12,3.0
2103,,A,133.38,188.63,4.0,245.0,29.88,23.59,1.79,39.08,1.0
2104,Transient,B,228.06,384.04,7.02,267.0,95.44,6.46,4.9,37.41,
2105,Transient,C,231.04,409.71,,178.0,95.59,34.8,3.05,34.51,3.0
2106,Harmonics,C,228.19,322.71,13.74,103.0,38.77,25.85,1.59,27.14,4.0
2107,Normal,C,232.33,328.57,1.9,231.0,71.58,29.91,3.73,30.48,0.0
2108,Transient,B,229.61,397.47,4.34,28.0,68.99,39.55,2.98,39.83,3.0
2109,Swell,B,264.56,374.14,2.1,296.0,60.4,7.03,2.63,28.33,2.0
2110,Swell,A,286.86,405.68,4.73,253.0,82.59,45.66,4.16,24.7,2.0
2111,Normal,C,229.96,325.21,1.4,196.0,39.63,42.77,4.05,34.42,0.0
2112,Sag,C,158.8,224.57,2.1,272.0,96.66,47.08,1.65,20.28,1.0
2113,Harmonics,A,231.99,328.08,14.2,179.0,84.3,12.97,1.22,37.01,4.0
2114,Sag,A,147.06,207.98,2.04,299.0,,17.71,4.46,27.16,1.0
2115,Harmonics,B,229.38,324.39,,199.0,,48.7,3.04,32.77,4.0
2116,Normal,C,239.85,339.2,1.33,81.0,82.12,40.39,1.76,33.0,0.0
2117,Sag,B,131.95,186.61,,73.0,63.14,46.21,4.34,23.65,1.0
2118,Normal,A,226.22,319.93,1.51,295.0,25.18,7.89,2.17,31.64,0.0
2119,Normal,C,224.85,317.99,2.64,169.0,,39.82,2.24,20.78,0.0
2120,Transient,B,229.41,376.93,5.11,251.0,28.98,38.8,1.6,35.98,3.0
2121,Transient,B,221.77,401.86,5.31,218.0,50.45,45.28,4.15,22.53,3.0
2122,Sag,B,152.9,216.23,4.27,40.0,17.81,34.23,2.6,31.35,1.0
2123,Harmonics,A,243.99,345.06,10.0,58.0,,13.0,4.5,30.52,4.0
2124,Sag,A,158.21,223.74,1.1,212.0,18.45,11.64,1.32,37.94,1.0
2125,Harmonics,,246.08,348.01,7.38,142.0,22.33,39.77,4.42,35.69,4.0
2126,Normal,,219.73,310.74,1.55,178.0,17.72,19.74,2.78,29.1,0.0
2127,Sag,A,159.01,224.87,2.67,262.0,41.44,46.71,3.02,32.94,1.0
2128,Transient,C,228.04,369.96,5.06,229.0,33.95,22.28,3.49,28.8,3.0
2129,Sag,A,157.83,223.21,1.46,146.0,12.2,16.31,1.37,26.73,1.0
2130,Sag,B,153.86,217.59,3.99,202.0,89.65,22.97,2.6,28.11,1.0
2131,Normal,A,237.69,336.15,1.36,,23.7,7.02,2.17,37.33,0.0
2132,Normal,C,224.35,317.28,2.17,299.0,24.0,31.51,1.54,33.12,0.0
2133,Sag,A,141.36,199.92,2.14,227.0,57.69,,3.45,39.98,1.0
2134,Swell,C,253.43,358.4,5.48,47.0,42.18,5.04,4.22,37.79,2.0
2135,Sag,C,140.18,198.24,3.39,296.0,29.51,5.28,3.52,32.29,1.0
2136,Normal,C,238.73,337.62,2.33,223.0,29.78,36.14,1.81,21.08,0.0
2137,Transient,A,224.35,369.03,6.19,257.0,96.39,7.57,1.16,,3.0
2138,Swell,B,267.47,378.26,2.32,189.0,50.17,30.27,1.0,22.28,2.0
2139,Sag,B,154.5,218.49,,27.0,89.7,38.98,3.39,20.21,1.0
2140,Harmonics,B,232.0,328.09,12.81,278.0,49.66,34.7,4.91,39.04,4.0
2141,Sag,B,141.66,200.34,2.68,121.0,26.72,19.77,4.57,27.37,1.0
2142,Swell,A,266.71,377.18,3.9,59.0,50.93,39.88,1.77,31.25,2.0
2143,Sag,C,148.27,209.69,2.73,87.0,76.18,42.5,4.61,31.44,1.0
2144,Harmonics,B,226.79,320.72,11.41,206.0,16.38,19.4,2.89,39.96,4.0
2145,Harmonics,C,234.68,331.89,,296.0,94.54,34.86,3.02,25.01,4.0
2146,Normal,C,228.76,323.51,2.42,196.0,19.3,17.12,3.28,38.94,0.0
2147,Normal,A,234.2,331.21,1.98,178.0,24.68,25.57,4.2,25.83,0.0
2148,Swell,A,264.11,373.51,2.62,99.0,71.76,34.36,2.66,22.0,2.0
2149,Swell,A,247.13,349.5,2.17,116.0,42.55,17.41,4.92,37.42,2.0
2150,Sag,B,143.68,203.2,2.69,256.0,43.46,30.77,4.6,28.16,1.0
2151,Transient,C,224.51,405.21,4.75,259.0,31.83,29.07,3.74,28.97,3.0
2152,Swell,A,251.11,355.13,2.61,166.0,10.3,22.13,3.4,32.58,2.0
2153,Normal,B,237.22,335.49,1.98,43.0,88.11,35.33,3.66,31.95,0.0
2154,Normal,B,229.72,324.87,1.48,10.0,,46.55,1.38,30.06,0.0
2155,Transient,C,226.45,423.32,4.53,45.0,15.73,7.96,1.17,28.18,3.0
2156,Normal,C,236.79,334.87,2.53,91.0,71.64,26.0,2.35,32.38,0.0
2157,Harmonics,,224.02,316.82,8.79,125.0,64.0,32.47,,27.76,4.0
2158,Transient,C,230.97,371.2,4.92,93.0,96.8,12.76,1.97,29.27,3.0
2159,Swell,A,251.99,356.37,2.73,246.0,36.56,24.0,2.95,31.88,2.0
2160,Normal,C,232.75,329.15,,169.0,57.41,42.78,1.48,22.25,0.0
2161,Sag,A,132.07,186.77,3.36,105.0,,31.36,2.98,26.22,1.0
2162,Swell,B,271.04,383.32,2.76,190.0,70.8,18.31,2.4,28.71,2.0
2163,Sag,C,132.01,186.69,2.33,297.0,48.35,42.23,1.67,37.01,1.0
2164,Sag,A,162.94,230.43,3.4,136.0,66.04,9.18,3.48,25.51,1.0
2165,Swell,A,245.87,347.72,5.64,153.0,16.51,45.2,3.45,22.31,2.0
2166,Sag,B,164.4,232.49,3.09,92.0,66.91,38.56,2.18,32.45,1.0
2167,Harmonics,A,223.92,316.67,11.32,42.0,53.76,31.87,1.99,35.43,4.0
2168,Transient,A,229.22,402.08,6.87,109.0,98.66,8.34,3.78,28.75,3.0
2169,Harmonics,C,220.35,311.62,11.3,72.0,,21.15,4.22,29.97,
2170,Transient,B,231.57,413.73,7.38,62.0,26.9,,1.94,37.08,3.0
2171,Transient,C,224.45,384.78,2.63,129.0,81.79,20.74,2.89,35.71,3.0
2172,Transient,C,229.45,,2.89,164.0,57.69,17.3,4.18,20.16,3.0
2173,Sag,B,144.16,203.88,4.49,253.0,,23.44,4.61,38.24,1.0
2174,Swell,A,287.38,406.42,2.67,276.0,68.85,32.92,,21.65,2.0
2175,Normal,C,236.78,334.85,1.43,281.0,10.57,36.98,2.94,39.0,0.0
2176,Normal,C,232.18,328.35,2.4,26.0,38.1,17.15,4.61,20.94,0.0
2177,Swell,A,270.03,381.88,2.88,53.0,77.02,17.17,3.51,38.35,2.0
2178,Transient,C,231.47,406.37,8.69,208.0,15.6,,2.73,26.42,3.0
2179,Harmonics,B,227.5,321.74,8.56,241.0,19.22,36.94,2.45,21.71,4.0
2180,Normal,C,230.09,325.4,1.55,205.0,25.73,33.17,2.55,21.12,
2181,Sag,A,151.4,214.12,2.34,89.0,91.79,47.76,2.08,35.08,1.0
2182,Normal,B,228.21,322.73,1.7,67.0,83.09,21.14,1.67,21.84,0.0
2183,Transient,C,228.63,395.94,7.25,75.0,56.97,47.88,3.42,32.12,3.0
2184,Normal,A,225.27,318.58,2.21,182.0,47.29,27.6,3.09,23.88,0.0
2185,Transient,A,236.5,382.15,6.41,135.0,38.97,41.68,3.2,37.38,3.0
2186,Swell,B,277.32,,3.37,181.0,34.18,11.95,3.14,35.0,2.0
2187,Transient,A,233.81,423.28,2.22,150.0,78.34,9.03,2.97,38.02,3.0
2188,Normal,C,225.57,319.0,1.96,267.0,26.61,20.6,3.65,29.64,0.0
2189,Swell,C,267.96,378.96,4.13,217.0,78.14,15.22,3.65,27.84,2.0
2190,Swell,A,282.54,399.58,2.37,224.0,76.76,48.75,3.4,24.83,
2191,Harmonics,B,,316.15,6.54,,54.92,6.21,1.6,24.67,4.0
2192,Sag,A,138.01,195.18,1.97,71.0,31.22,45.26,1.18,24.04,1.0
2193,Harmonics,A,230.89,326.53,13.59,287.0,33.46,45.09,2.22,33.03,4.0
2194,Transient,B,230.11,411.36,6.65,40.0,91.52,48.79,4.11,23.9,3.0
2195,Swell,B,267.79,378.72,2.98,87.0,48.42,18.2,3.56,28.31,2.0
2196,Harmonics,B,239.65,338.91,12.2,41.0,16.31,18.3,3.77,20.69,4.0
2197,Transient,A,227.91,427.42,5.11,208.0,81.65,8.79,3.1,24.18,3.0
2198,Harmonics,B,239.65,338.92,7.99,235.0,75.5,23.43,3.53,31.54,4.0
2199,Sag,A,194.79,275.48,3.58,27.0,80.39,33.62,2.98,32.05,1.0
2200,Transient,B,230.63,409.55,6.55,292.0,37.02,10.33,3.93,39.57,3.0
2201,Transient,C,221.29,,3.78,179.0,72.62,47.89,4.85,31.11,3.0
2202,Transient,C,229.64,411.58,3.6,81.0,70.15,18.96,1.2,36.64,3.0
2203,Sag,B,159.14,225.06,2.97,96.0,63.87,44.49,5.0,36.99,1.0
